;;;;;;;;;;;;;
IZDELEK-ime;IZDELEK-id;KOLIÈINA;CENA;VRSTA-ime;VRSTA-id;TRGOVINA-ime;TRGOVINA-id;TRGOVINA-naslov;PODJETJE-ime;PODJETJE-id;PODJETJE-naslov;PODJETJE-tel.št.;
pomursko mlejko, 3,5%m.m.;S1134;1l;1,03 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
kefir krepki suhec krepko, 1,5%m.m.;S1137;750g;2,07 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
alpsko mleko pol posneto, 1,5%m.m.;S1140;1l;1,48 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
kefir krepko, 3,2%m.m.;S1143;750g;2,08 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
kefir vindija;S1146;200g;0,50 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;877;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999;
kefir krepki suhek krepko, 1,5%m.m.;S1149;250g;0,90 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
mleko, lejko mlejko, 1,5%m.m.;S1152;1l;0,98 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
alpsko mleko, 3,5%m.m.;S1155;200ml;0,42 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
alpsko mleko, 3,5%m.m.;S1158;1l;1,09 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
alpsko mleko, 3,5%m.m.;S1161;500ml;0,81 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
alpsko mleko z omega 3, 1,5%m.m.;S1164;1l;1,45 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
kefir vindija, 3,5%m.m.;S1167;400g;0,86 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;877;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999;
jogurtni napitek, jagoda, fruity, meggle;S1170;330g;0,85 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Knaus storitve d.o.o.;260;Lilekova 2, 3000 Celje, Slovenija;03746 23 55;
jogurtni napitek, višnja, fruity, meggle;S1173;330g;0,85 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Knaus storitve d.o.o.;260;Lilekova 2, 3000 Celje, Slovenija;03746 23 55;
kondenzirano mleko nestle;S1176;170g;1,24 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kefir krepki suhec krepko, 1,5%m.m.;S1179;500g;1,39 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
kefir jagoda krepki suhec krepko, 1,5%m.m.;S1182;500g;1,56 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
kefir vanilija krepki suhec krepko, 1,5%m.m.;S1185;500g;1,56 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
èokoladno mleko brez laktoze, minus l;S1188;250ml;0,78 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
trajno mleko brez laktoze, minus l, 3,8%m.m.;S1191;1l;1,99 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kefir dukat;S1194;330g;1,01 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
alpsko mleko brez laktoze, 1,5%m.m.;S1197;1l;1,57 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
jogurtov napitek slim & vital, ego, 1,1%m.m.;S1200;250g;0,78 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
jogurtov napitek tropik slim & vital, ego, 1,1%m.m.;S1203;250g;0,78 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
jogurtov napitek jagoda slim & vital, ego, 1,1%m.m.;S1206;250g;0,78 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
jogurtov napitek breskev slim & vital, ego, 1,1%m.m.;S1209;250g;0,78 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
jogurtov napitek malina z žiti slim & vital, ego, 1,1%m.m.;S1212;250g;0,78 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
kefir, 1,1%m.m.;S1215;500g;1,33 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Planika d.o.o.;573;Gregorèièeva 32, 5222 Kobarid, Slovenija;05 384 10 00;
sveže mleko polnomastno mu, 3,5%m.m.;S1218;1l;1,20 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
sveže mleko polposnetomu, 1,5%m.m.;S1221;1l;1,15 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
kozje mleko èepon, 2,8%m.m.;S1224;660ml;2,09 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Hmezad Trgovina Žalec d.o.o.;107;Arja vas 103, 3301 Petrovèe, Slovenija;03 713 13 60;
mleko milki, 3,5%m.m.;S1227;200ml;0,36 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
polnomastno mleko v prahu;S1230;500g;6,08 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
posneto mleko v prahu;S1233;400g;3,57 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Pomurske mlekarne d.d.;251;Industrijska ulica 10, 9000 Murska Sobota, Slovenija;02 536 12 23;
jogurtov napitek navadni actimel danone;S1236;6x 100g;2,58 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Er marketing d.o.o.;947;Ulica Gradnikove brigade 11, 1000 Ljubljana, Slovenija;01 520 82 22;
jogurtov napitek jagoda actimel danone;S1239;6x 100g;2,58 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Er marketing d.o.o.;947;Ulica Gradnikove brigade 11, 1000 Ljubljana, Slovenija;01 520 82 22;
jogurtov napitek mešano sadje actimel danone;S1242;6x 100g;2,58 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Er marketing d.o.o.;947;Ulica Gradnikove brigade 11, 1000 Ljubljana, Slovenija;01 520 82 22;
jogurtov napitek gozdni sadeži actimel danone;S1245;6x 100g;2,58 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Er marketing d.o.o.;947;Ulica Gradnikove brigade 11, 1000 Ljubljana, Slovenija;01 520 82 22;
kefir light vindija;S1248;200g;0,51 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;877;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999;
bio mleko, 2,8%m.m.;S1251;1l;1,73 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
trajno mleko, 2,8%m.m.;S1254;1l;1,01 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
jogurtov napitek jagoda in banana actimel danone;S1257;6x 100g;2,58 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Er marketing d.o.o.;947;Ulica Gradnikove brigade 11, 1000 Ljubljana, Slovenija;01 520 82 22;
jogurtni napitek mango spar vital;S1260;6x 100g;1,19 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
bio kefir breskev krepki suhec krepko, 1,5%m.m.;S1263;250g;1,24 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
bio kefir banana krepki suhec krepko, 1,5%m.m.;S1266;250g;1,24 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
bio kislo mleko krepko, 3,2%m.m.;S1269;250g;1,09 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Kele & Kele d.o.o.;512;Laze 22 a, 1370 Logatec, Slovenija;01 759 01 62;
kozje mleko lactel;S1272;1l;2,26 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
kozje mleko locatelli;S1275;500ml;1,08 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
jogurtov napitek gozdni sadeži slim & vital, ego;S1278;250g;0,78 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
trajno mleko zele doline, 3,5%m.m.;S1281;1l;1,03 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;479;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47;
napitek smoothie jagoda in ananas b-aktiv;S1284;330g;0,93 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
napitek smoothie jabolko, pomaranèa in ananas b-aktiv;S1287;330g;0,84 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
trajno mleko brez laktoze zelene doline, 1,5%m.m.;S1290;1l;1,01 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;479;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47;
kefir z bregov vindija, 3,5%m.m.;S1293;1l;1,42 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Prehrambena industrija VINDIJA d.d.;877;Meðimurska 6, 42000 Varadžin, Hrvaška;042 399 999;
kondenzirano mleko maresi;S1296;500g;1,97 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
kondenzirano mleko lahko maresi;S1299;500g;2,38 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
mleèni beljakovinski napitek vanilija noem;S1302;250g;1,29 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
mleèni beljakovinski napitek èokolada noem;S1305;250g;1,29 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;SPAR Slovenija d.o.o.;779;Letališka cesta 26, 1000 Ljubljana, Slovenija;080 82 44;
smoothie borovnica in banana b-aktiv;S1308;330g;0,88 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
kefir ego;S1311;33g;0,88 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
smoothie bjagoda banana mu;S1314;1l;2,95 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
smoothie breskev pomaranèa mu;S1317;1l;2,95 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
jogurtov napitek granatno jabolko actimel danone;S1320;6x 100g;2,58 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Er marketing d.o.o.;947;Ulica Gradnikove brigade 11, 1000 Ljubljana, Slovenija;01 520 82 22;
trajno mleko brez laktoze zelene doline, 3,5%m.m.;S1323;1l;1,52 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Mlekarna Celeia d.o.o.;479;Arja vas 92, 3301 Petrovèe, Slovenija;080 12 47;
jogurtov napitek jagoda in banana actimel kids danone;S1326;6x 100g;2,58 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Er marketing d.o.o.;947;Ulica Gradnikove brigade 11, 1000 Ljubljana, Slovenija;01 520 82 22;
alpsko mleko brez laktoze, 3,5%m.m.;S1329;1l;1,56 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;142;Tolstojeva 63, Ljubljana, Slovenija;080 11 46;
smoothie jabolko, hruška in špinaèa b-aktiv;S1332;330g;0,84 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Dukat S d.o.o.;659;Tolstojeva 63, 1000 Ljubljana, Slovenija;01 547 37 00;
jogurtov napitek hagoda fruchtzwerge;S1335;70g;0,69 €;mleèni izdelki;3499;spar;12009;Letališka cesta 26, 1000 Ljubljana, Slovenija;Er marketing d.o.o.;947;Ulica Gradnikove brigade 11, 1000 Ljubljana, Slovenija;01 520 82 22;
èebula;M12;1kg;0,69 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
èebula;M15;1kg;2,38 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
slovenska èebula;M18;1kg;3,58 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rdeèa èebula;M21;1kg;1,35 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
rdeèa èebula šalotka;M24;1kg;3,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
slovenski èesen Èesnek;M27;1kg;11,97 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
èesen;M30;1kg;5,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
bio èesen Bio Zone;M33;1kg;13,27 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
rdeèa èebula;M36;1kg;2,38 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
èebula;M39;1kg;2,19 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
krompir;M42;1kg;0,84 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
krompir za peèenje;M45;1kg;0,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;IVA s.p.;109;Nazorjeva ulica 12, 1000 Ljubljana, Slovenija;080 88 13;
krompir Polonca;M48;1kg;0,88 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Kmetijsko gozdarska zadruga Sloga;136;Šuceva ulica 27, 4000 Kranj, Slovenija;(04) 201 49 50;
krompir za kuhanje;M51;1kg;0,84 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
solatni krompir;M54;1kg;0,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;IVA s.p.;109;Nazorjeva ulica 12, 1000 Ljubljana, Slovenija;080 88 13;
bio krompir, Bio Zone;M57;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
krompirjevi kroketi;M60;1kg;4,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Žito d.o.o;216;Šmartinska cesta 154, 1000 Ljubljana;01 5876100;
mlad krompir;M63;1kg;0,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
krompir rdeèi;M66;1kg;0,90 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
krompir za cvrtje;M69;1kg;0,84 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
slovenski krompir;M72;1kg;0,40 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
motovilec;M75;1kg;12,00 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
rukola;M78;1kg;12,00 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
bio motovilec Bio Zone;M81;1kg;16,90 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
mlada špinaèa;M84;1kg;12,90 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
bio špinaèa Bio Zone;M87;1kg;10,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
bio rukola Bio Zone;M90;1kg;15,90 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
eko brokoli Bio Zone;M93;kos;1,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
slovenska solata kristalka;M96;1kg;0,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
radiè Verona;M99;1kg;2,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
solata ledenka;M102;1kg;1,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Èebašek Anton, Kuhar Božidar, Kadivec Robert;103;/;/;
blitva;M105;1kg;2,59 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
mehka solata;M108;1kg;1,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rdeèi radiè;M111;1kg;2,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rdeèa pesa;M114;1kg;1,09 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
janež koromaè;M117;1kg;2,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
èrna redkev;M120;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
hren;M123;1kg;2,59 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
zelena gomolj;M126;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Burgox d.o.o.;458;Glavarjeva cesta 43, 1218 Komenda, Slovenija;01 834 10 68;
zelena stebelna;M129;1kg;1,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
peteršilj, list;M132;1kg;3,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
peteršilj, korenina;M135;1kg;3,19 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Zelenjava Forminka d.o.o.;268;Formin 32C, 2272 Gorišnica, Slovenija;02 743 50 26;
eko korenje;M138;1kg;2,19 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
korenje;M141;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
korenje;M144;1kg;1,09 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
korenje rumeno;M147;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
bio korenje;M150;1kg;2,09 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
šampinjoni;M153;1kg;3,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
